DisputeID,StDay,StMon,StYear,EndDay,EndMon,EndYear,stDate,endDate,durationDays,MaxHost,Total Fatality,MaxHostLev,MaxFatalityLev,United Kingdom,United States of America,China,Soviet Union
1724,4,4,1917,22,6,1917,4/4/1917,22-6-1917,79,Use of Force,0,4,0,0,0,0,0
1725,-9,3,1914,-9,2,1915,1/3/1914,1/2/1915,334,Use of Force,0,4,0,0,0,0,0
1726,-9,5,1916,-9,5,1916,1/5/1916,1/5/1916,0,Use of Force,0,4,0,0,0,0,0
1728,23,11,1975,24,11,1975,23-11-1975,24-11-1975,1,Threat to Use Force,0,2,0,0,0,1,0
1732,-9,3,1915,-9,9,1915,1/3/1915,1/9/1915,183,Use of Force,0,4,0,2,0,0,0
1733,22,2,1932,25,2,1932,22-2-1932,25-2-1932,3,Use of Force,0,4,0,0,0,0,0
1734,2,1,1911,10,3,1911,2/1/1911,10/3/1911,67,Use of Force,0,4,0,2,2,0,0
1735,25,9,1825,26,9,1825,25-9-1825,26-9-1825,1,Use of Force,-1,4,1,0,0,0,0
1736,-9,5,1924,-9,11,1924,1/5/1924,1/11/1924,183,Display of Force,0,3,0,0,0,0,0
1737,16,8,1916,16,8,1916,16-8-1916,16-8-1916,0,Threat to Use Force,0,2,0,2,0,0,0
1739,-9,7,1888,-9,7,1888,1-7-1888,1-7-1888,0,Display of Force,0,3,0,0,0,0,0
1740,15,7,1839,29,8,1841,15-7-1839,29-8-1841,776,Use of Force,0,4,0,2,0,0,0
1742,14,1,1959,14,1,1959,14-1-1959,14-1-1959,0,Threat to Use Force,0,2,0,0,1,0,0
1743,29,11,1857,29,5,1858,29-11-1857,29-5-1858,182,Use of Force,0,4,0,0,0,0,0
1745,14,2,1956,14,2,1956,14-2-1956,14-2-1956,0,Use of Force,-1,4,-1,0,0,2,0
1746,28,9,1960,28,9,1960,28-9-1960,28-9-1960,0,Use of Force,0,4,0,0,0,0,0
1749,21,1,1940,23,1,1940,21-1-1940,23-1-1940,2,Use of Force,0,4,0,2,0,0,0
1750,6,5,1876,30,5,1876,6-5-1876,30-5-1876,24,Display of Force,0,3,0,2,0,0,0
1752,6,7,1826,6,7,1826,6-7-1826,6-7-1826,0,Display of Force,0,3,0,0,0,0,0
1753,3,9,1833,11,12,1833,3-9-1833,11-12-1833,100,Use of Force,0,4,0,0,0,0,0
1755,-9,5,1852,-9,6,1852,1-5-1852,1-6-1852,30,Display of Force,0,3,0,0,2,0,0
1757,-9,10,1856,-9,1,1857,1-10-1856,1-1-1857,92,Display of Force,0,3,0,2,0,0,0
1761,2,4,1861,2,4,1861,2-4-1861,2-4-1861,0,Threat to Use Force,0,2,0,0,2,0,0
1762,-9,6,1862,5,1,1863,1-6-1862,5-1-1863,219,Use of Force,0,4,0,1,0,0,0
1763,-9,5,1880,-9,12,1880,1-5-1880,1-12-1880,214,Use of Force,0,4,0,1,0,0,0
1764,-9,7,1885,-9,7,1885,1-7-1885,1-7-1885,0,Use of Force,0,4,0,0,0,0,0
1767,15,10,1908,25,10,1908,15-10-1908,25-10-1908,10,Display of Force,0,3,0,0,2,0,0
1769,26,7,1914,2,8,1914,26-7-1914,2/8/1914,7,Display of Force,0,3,0,0,0,0,0
1771,18,7,1911,19,7,1911,18-7-1911,19-7-1911,1,Display of Force,0,3,0,0,0,0,0
1772,24,12,1911,24,12,1911,24-12-1911,24-12-1911,0,Use of Force,0,4,0,1,0,0,0
1773,8,8,1914,-9,2,1915,8/8/1914,1/2/1915,174,Use of Force,-1,4,1,0,0,0,0
1774,30,10,1914,11,11,1918,30-10-1914,11/11/1918,1472,Use of Force,0,4,0,0,0,0,0
1775,2,6,1915,-9,7,1915,2/6/1915,1/7/1915,30,Display of Force,0,3,0,0,2,0,0
1776,25,4,1917,17,10,1917,25-4-1917,17-10-1917,176,Threat to Use Force,0,2,0,2,0,0,0
1777,-9,4,1918,19,7,1919,1/4/1918,19-7-1919,475,Use of Force,-1,4,2,0,0,1,0
1778,6,6,1920,28,7,1920,6/6/1920,28-7-1920,53,Use of Force,-1,4,0,0,0,0,0
1779,1,4,1922,29,7,1922,1/4/1922,29-7-1922,120,Display of Force,0,3,0,0,0,0,1
1780,24,8,1923,24,9,1923,24-8-1923,24-9-1923,30,Display of Force,0,3,0,0,0,0,0
1781,18,12,1925,28,2,1926,18-12-1925,28-2-1926,69,Use of Force,-1,4,-1,0,0,0,2
1783,18,4,1940,1,8,1940,18-4-1940,1/8/1940,106,Use of Force,0,4,0,0,0,0,0
1785,2,8,1941,8,12,1941,2/8/1941,8/12/1941,128,Use of Force,-1,4,-1,0,0,0,0
1786,6,12,1941,6,12,1941,6/12/1941,6/12/1941,0,Use of Force,0,4,0,2,0,0,0
1787,18,1,1942,22,8,1942,18-1-1942,22-8-1942,216,Use of Force,0,4,0,0,0,0,0
1788,13,9,1943,18,9,1943,13-9-1943,18-9-1943,5,Display of Force,0,3,0,0,0,0,0
1789,27,11,1943,28,11,1943,27-11-1943,28-11-1943,1,Use of Force,0,4,0,0,0,0,0
1790,18,12,1944,5,7,1945,18-12-1944,5/7/1945,199,Use of Force,-1,4,-1,0,0,0,0
1792,-9,4,1946,7,12,1946,1/4/1946,7/12/1946,251,Use of Force,-1,4,3,0,0,0,0
1793,14,5,1948,31,10,1948,14-5-1948,31-10-1948,170,War,-1,5,6,0,0,0,0
1796,9,2,1959,15,8,1959,9/2/1959,15-8-1959,190,Use of Force,-1,4,1,0,0,0,0
1797,28,6,1960,31,7,1960,28-6-1960,31-7-1960,34,Use of Force,-1,4,1,0,0,2,0
1799,-9,1,1961,-9,9,1961,1/1/1961,1/9/1961,242,Use of Force,0,4,0,0,0,0,2
1800,1,8,1865,12,2,1866,1-8-1865,12-2-1866,192,Display of Force,0,3,0,0,2,0,0
1801,2,5,1961,25,11,1961,2/5/1961,25-11-1961,206,Display of Force,0,3,0,0,2,0,0
1803,28,5,1963,14,6,1963,28-5-1963,14-6-1963,16,Use of Force,0,4,0,0,1,0,0
1804,3,12,1965,23,8,1966,3/12/1965,23-8-1966,263,Display of Force,0,3,0,1,0,0,0
1805,9,1,1967,-9,2,1967,9/1/1967,1/2/1967,20,Use of Force,0,4,0,0,1,0,0
1806,18,1,1968,28,4,1969,18-1-1968,28-4-1969,465,Use of Force,-1,4,1,0,2,1,0
1807,10,10,1968,28,2,1969,10/10/1968,28-2-1969,138,Use of Force,0,4,0,0,0,0,1
1808,26,1,1973,26,1,1973,26-1-1973,26-1-1973,0,Display of Force,0,3,0,0,0,0,0
1809,26,6,1975,28,6,1975,26-6-1975,28-6-1975,2,Use of Force,0,4,0,0,0,0,0
1810,25,11,1919,30,12,1919,25-11-1919,30-12-1919,36,Display of Force,0,3,0,0,0,1,0
1825,12,12,1937,12,12,1937,12/12/1937,12/12/1937,0,Use of Force,-1,4,1,1,1,0,0
1900,31,3,1961,31,3,1961,31-3-1961,31-3-1961,0,Use of Force,0,4,0,1,0,0,0
2000,11,5,1953,23,9,1953,11/5/1953,23-9-1953,134,Use of Force,-1,4,1,0,0,0,0
2001,20,9,1953,29,10,1953,20-9-1953,29-10-1953,40,Use of Force,-1,4,2,0,0,0,0
2002,27,5,1960,27,5,1960,27-5-1960,27-5-1960,0,Display of Force,0,3,0,0,2,1,0
2003,27,4,1866,27,4,1866,27-4-1866,27-4-1866,0,Threat to Use Force,0,2,0,0,2,0,0
2004,-9,12,1885,24,5,1886,1-12-1885,24-5-1886,174,Display of Force,0,3,0,0,0,0,0
2005,4,2,1903,4,2,1903,4/2/1903,4/2/1903,0,Threat to Use Force,0,2,0,0,2,0,0
2006,2,10,1949,27,2,1950,2/10/1949,27-2-1950,145,Use of Force,0,4,0,0,1,0,0
2007,18,10,1949,16,11,1949,18-10-1949,16-11-1949,28,Use of Force,0,4,0,1,0,0,0
2008,5,6,1950,15,7,1950,5/6/1950,15-7-1950,41,Use of Force,0,4,0,1,0,0,0
2009,17,8,1950,24,8,1950,17-8-1950,24-8-1950,7,Use of Force,0,4,0,2,0,1,0
2010,23,11,1950,23,11,1950,23-11-1950,23-11-1950,0,Use of Force,-1,4,1,0,0,1,0
2012,-9,12,1850,-9,1,1851,1-12-1850,1-1-1851,31,Use of Force,0,4,0,0,0,0,0
2013,-9,8,1838,-9,8,1838,1-8-1838,1-8-1838,0,Use of Force,0,4,0,1,0,0,0
2014,6,12,1864,6,12,1864,6-12-1864,6-12-1864,0,Threat to Use Force,0,2,0,0,2,0,0
2015,12,6,1966,13,6,1966,12/6/1966,13-6-1966,1,Use of Force,0,4,0,0,0,0,0
2016,5,5,1969,5,5,1969,5/5/1969,5/5/1969,0,Display of Force,0,3,0,0,0,0,0
2017,25,2,1970,21,3,1970,25-2-1970,21-3-1970,27,Display of Force,0,3,0,0,0,0,0
2018,16,10,1953,28,10,1953,16-10-1953,28-10-1953,12,Use of Force,0,4,0,0,0,0,0
2019,11,2,1957,11,2,1957,11/2/1957,11/2/1957,0,Threat to Use Force,0,2,0,0,0,0,0
2020,21,7,1948,21,10,1948,21-7-1948,21-10-1948,92,Use of Force,0,4,0,0,0,0,0
2021,14,12,1949,14,12,1949,14-12-1949,14-12-1949,0,Display of Force,0,3,0,0,0,1,0
2022,15,2,1952,7,3,1952,15-2-1952,7/3/1952,23,Display of Force,0,3,0,0,0,0,0
2023,28,3,1954,5,4,1954,28-3-1954,5/4/1954,7,Use of Force,0,4,0,0,0,0,0
2024,3,3,1955,29,3,1955,3/3/1955,29-3-1955,26,Use of Force,0,4,0,0,0,0,0
2025,20,9,1957,20,9,1957,20-9-1957,20-9-1957,0,Display of Force,0,3,0,0,0,0,0
2027,26,11,1961,26,11,1961,26-11-1961,26-11-1961,0,Use of Force,0,4,0,0,0,0,0
2028,25,8,1960,27,8,1960,25-8-1960,27-8-1960,2,Use of Force,-1,4,-1,0,0,0,0
2029,27,12,1960,6,1,1961,27-12-1960,6/1/1961,10,Display of Force,0,3,0,0,0,0,0
2030,22,9,1960,19,10,1960,22-9-1960,19-10-1960,28,Use of Force,0,4,0,0,0,0,0
2031,16,2,1964,16,3,1964,16-2-1964,16-3-1964,31,Use of Force,0,4,0,0,0,0,0
2032,11,5,1955,11,5,1955,11/5/1955,11/5/1955,0,Use of Force,0,4,0,0,1,2,0
2033,23,7,1954,27,7,1954,23-7-1954,27-7-1954,4,Use of Force,-1,4,-1,0,2,1,0
2034,23,7,1954,23,7,1954,23-7-1954,23-7-1954,0,Use of Force,0,4,0,1,0,2,0
2035,1,8,1953,2,9,1953,1/8/1953,2/9/1953,31,Display of Force,0,3,0,0,2,1,0
2036,24,6,1953,24,6,1953,24-6-1953,24-6-1953,0,Use of Force,0,4,0,0,0,0,1
2037,19,1,1955,19,1,1955,19-1-1955,19-1-1955,0,Use of Force,0,4,0,1,0,0,0
2038,27,8,1958,27,8,1958,27-8-1958,27-8-1958,0,Display of Force,0,3,0,1,0,2,0
2040,-9,2,1920,28,2,1920,1/2/1920,28-2-1920,27,Display of Force,0,3,0,0,0,0,0
2041,16,2,1949,25,2,1949,16-2-1949,25-2-1949,9,Display of Force,0,3,0,0,0,0,0
2042,3,5,1957,23,6,1957,3/5/1957,23-6-1957,50,Display of Force,0,3,0,0,0,0,0
2043,3,11,1866,3,11,1866,3-11-1866,3-11-1866,0,Display of Force,0,3,0,0,2,0,0
2044,19,6,1875,30,12,1875,19-6-1875,30-12-1875,195,Display of Force,0,3,0,0,0,0,0
2045,-9,3,1876,16,3,1876,1-3-1876,16-3-1876,15,Display of Force,0,3,0,0,0,0,0
2046,27,7,1890,25,8,1890,27-7-1890,25-8-1890,29,Display of Force,0,3,0,0,0,0,0
2047,-9,2,1911,5,3,1911,1/2/1911,5/3/1911,35,Use of Force,0,4,0,0,0,0,0
2048,13,12,1921,13,12,1921,13-12-1921,13-12-1921,0,Use of Force,-1,4,-1,0,0,0,0
2049,12,6,1957,13,6,1957,12/6/1957,13-6-1957,1,Use of Force,-1,4,-1,0,2,1,0
2050,9,9,1932,25,5,1933,9/9/1932,25-5-1933,259,Display of Force,0,3,0,0,0,0,0
2051,14,11,1932,14,11,1932,14-11-1932,14-11-1932,0,Threat to Use Force,0,2,0,0,0,0,0
2052,16,2,1951,16,10,1952,16-2-1951,16-10-1952,611,Use of Force,0,4,1,0,1,2,0
2053,1,3,1980,14,4,1982,1/3/1980,14-4-1982,773,Use of Force,-1,4,-1,0,0,0,1
2054,13,8,1984,1,3,1985,13-8-1984,1/3/1985,200,Use of Force,-1,4,-1,0,0,0,1
2055,-9,11,1842,-9,1,1843,1-11-1842,1-1-1843,62,Display of Force,0,3,0,2,0,0,0
2056,12,11,1936,12,11,1936,12/11/1936,12/11/1936,0,Use of Force,-1,4,1,0,0,0,2
2059,4,7,1971,4,7,1971,4/7/1971,4/7/1971,0,Display of Force,0,3,0,0,0,0,0
2066,12,6,1965,12,6,1965,12/6/1965,12/6/1965,0,Use of Force,0,4,0,0,0,0,0
2067,31,3,1966,24,6,1966,31-3-1966,24-6-1966,84,Use of Force,-1,4,1,0,0,0,0
2068,-9,4,1973,23,5,1973,1/4/1973,23-5-1973,53,Display of Force,0,3,0,0,0,0,0
2069,28,7,1977,14,3,1978,28-7-1977,14-3-1978,229,War,-1,5,6,0,0,0,0
2070,14,4,1978,7,2,1979,14-4-1978,7/2/1979,297,Use of Force,-1,4,-1,0,0,0,0
2071,24,2,1980,13,6,1981,24-2-1980,13-6-1981,476,Use of Force,-1,4,3,0,0,0,0
2072,30,6,1982,13,8,1983,30-6-1982,13-8-1983,410,Use of Force,-1,4,4,0,0,0,0
2073,30,1,1984,26,5,1984,30-1-1984,26-5-1984,117,Use of Force,0,4,0,0,0,0,0
2074,20,12,1984,2,1,1985,20-12-1984,2/1/1985,13,Use of Force,-1,4,2,0,0,0,0
2075,17,9,1985,22,10,1985,17-9-1985,22-10-1985,36,Use of Force,-1,4,2,0,0,0,0
2076,-9,4,1891,-9,9,1891,1-4-1891,1-9-1891,153,Use of Force,0,4,0,0,0,0,0
2077,-9,3,1905,-9,3,1905,1/3/1905,1/3/1905,0,Display of Force,0,3,0,0,0,0,0
2078,7,7,1909,7,7,1909,7/7/1909,7/7/1909,0,Display of Force,0,3,0,0,0,0,0
2079,3,11,1958,3,11,1958,3/11/1958,3/11/1958,0,Display of Force,0,3,0,0,0,0,0
2080,25,7,1964,29,7,1964,25-7-1964,29-7-1964,4,Use of Force,0,4,0,0,0,0,0
2081,14,7,1977,10,2,1978,14-7-1977,10/2/1978,208,Display of Force,0,3,0,0,0,0,0
2082,18,8,1978,9,1,1979,18-8-1978,9/1/1979,144,Display of Force,0,3,0,0,0,0,0
2083,7,9,1980,9,2,1981,7/9/1980,9/2/1981,153,Use of Force,0,4,0,0,0,0,0
2084,25,4,1981,29,4,1981,25-4-1981,29-4-1981,4,Use of Force,0,4,0,0,0,0,0
2085,21,9,1981,23,2,1982,21-9-1981,23-2-1982,153,Use of Force,0,4,0,0,0,0,0
2086,18,8,1983,18,8,1983,18-8-1983,18-8-1983,0,Display of Force,0,3,0,0,0,0,0
2087,19,10,1984,19,10,1984,19-10-1984,19-10-1984,0,Use of Force,0,4,0,0,0,0,0
2088,16,11,1950,20,11,1950,16-11-1950,20-11-1950,4,Display of Force,0,3,0,0,0,2,0
2089,29,6,1954,19,9,1954,29-6-1954,19-9-1954,82,Display of Force,0,3,0,0,0,1,0
2090,25,6,1955,5,11,1955,25-6-1955,5/11/1955,133,Display of Force,0,3,0,0,0,1,0
2091,2,5,1956,2,5,1956,2/5/1956,2/5/1956,0,Display of Force,0,3,0,0,0,2,0
2092,7,6,1956,3,10,1956,7/6/1956,3/10/1956,119,Display of Force,0,3,0,0,0,2,0
2093,2,8,1958,26,9,1958,2/8/1958,26-9-1958,54,Display of Force,0,3,0,0,0,1,0
2094,1,12,1962,26,12,1963,1/12/1962,26-12-1963,390,Use of Force,0,4,0,0,0,2,0
2095,7,4,1964,4,2,1965,7/4/1964,4/2/1965,301,Display of Force,0,3,0,0,0,1,0
2096,25,4,1965,25,4,1965,25-4-1965,25-4-1965,0,Display of Force,0,3,0,0,0,2,0
2097,17,7,1967,22,7,1967,17-7-1967,22-7-1967,5,Use of Force,0,4,0,0,0,2,0
2098,23,3,1969,23,4,1969,23-3-1969,23-4-1969,30,Threat to Use Force,0,2,0,0,0,2,0
2099,10,12,1971,10,12,1971,10/12/1971,10/12/1971,0,Display of Force,0,3,0,0,0,1,0
2100,12,4,1973,12,4,1973,12/4/1973,12/4/1973,0,Display of Force,0,3,0,0,0,1,0
2101,27,2,1979,27,2,1979,27-2-1979,27-2-1979,0,Display of Force,0,3,0,0,0,1,0
2102,-9,12,1985,4,6,1987,1/12/1985,4/6/1987,549,Use of Force,-1,4,-1,0,0,1,0
2103,-9,12,1934,-9,1,1935,1/12/1934,1/1/1935,31,Display of Force,0,3,0,0,0,0,0
2104,10,2,1953,10,2,1953,10/2/1953,10/2/1953,0,Display of Force,0,3,0,0,0,0,0
2105,10,2,1961,23,4,1961,10/2/1961,23-4-1961,74,Display of Force,0,3,0,0,0,0,0
2106,18,12,1965,12,1,1966,18-12-1965,12/1/1966,25,Use of Force,-1,4,1,0,0,0,0
2107,23,5,1966,23,5,1966,23-5-1966,23-5-1966,0,Use of Force,0,4,0,0,0,0,0
2108,14,9,1969,14,9,1969,14-9-1969,14-9-1969,0,Use of Force,-1,4,2,0,0,0,0
2109,20,1,1970,5,2,1970,20-1-1970,5/2/1970,13,Use of Force,0,4,0,0,0,0,0
2110,14,4,1971,31,5,1971,14-4-1971,31-5-1971,48,Use of Force,-1,4,1,0,0,0,0
2111,2,1,1973,3,3,1973,2/1/1973,3/3/1973,60,Use of Force,-1,4,1,0,0,0,0
2112,24,1,1974,21,5,1974,24-1-1974,21-5-1974,117,Use of Force,-1,4,2,0,0,0,0
2113,27,2,1979,19,6,1979,27-2-1979,19-6-1979,114,Use of Force,0,4,0,0,0,0,0
2114,24,10,1979,16,4,1980,24-10-1979,16-4-1980,174,Use of Force,-1,4,1,0,0,0,0
2115,27,8,1980,20,8,1988,27-8-1980,20-8-1988,2915,War,-1,5,6,0,0,0,0
2116,18,10,1842,26,10,1842,18-10-1842,26-10-1842,8,Use of Force,0,4,0,0,2,0,0
2117,17,6,1870,18,6,1870,17-6-1870,18-6-1870,1,Use of Force,0,4,0,0,2,0,0
2118,15,1,1984,15,1,1984,15-1-1984,15-1-1984,0,Use of Force,-1,4,1,0,0,0,0
2119,23,1,1981,6,3,1981,23-1-1981,6/3/1981,42,Use of Force,-1,4,2,0,0,0,0
2120,21,6,1977,18,1,1978,21-6-1977,18-1-1978,212,Use of Force,-1,4,1,0,0,0,0
2121,27,2,1953,13,7,1953,27-2-1953,13-7-1953,139,Display of Force,0,3,0,0,0,0,0
2122,21,10,1950,21,10,1950,21-10-1950,21-10-1950,0,Display of Force,0,3,0,0,0,0,0
2123,-9,2,1943,-9,2,1943,1/2/1943,1/2/1943,0,Use of Force,0,4,0,0,0,0,0
2124,11,2,1942,11,8,1942,11/2/1942,11/8/1942,184,Use of Force,0,4,0,0,0,0,0
2125,-9,4,1937,-9,12,1937,1/4/1937,1/12/1937,245,Display of Force,0,3,0,0,0,0,0
2126,27,1,1911,28,1,1911,27-1-1911,28-1-1911,1,Use of Force,-1,4,1,0,0,0,0
2127,-9,8,1891,-9,8,1891,1-8-1891,1-8-1891,0,Display of Force,0,3,0,0,0,0,0
2128,10,8,1886,10,8,1886,10-8-1886,10-8-1886,0,Display of Force,0,3,0,0,0,0,0
2129,-9,10,1921,-9,12,1921,1/10/1921,1/12/1921,61,Display of Force,0,3,0,0,0,0,0
2130,-9,10,1923,-9,12,1923,1/10/1923,1/12/1923,61,Display of Force,0,3,0,0,0,0,0
2131,-9,8,1924,-9,12,1924,1/8/1924,1/12/1924,122,Display of Force,0,3,0,0,0,0,0
2132,26,2,1927,27,2,1927,26-2-1927,27-2-1927,1,Use of Force,0,4,0,0,0,0,0
2133,16,1,1930,26,1,1930,16-1-1930,26-1-1930,10,Use of Force,-1,4,1,0,0,0,0
2134,-9,3,1936,9,1,1937,1/3/1936,9/1/1937,314,Display of Force,-1,3,-1,0,0,0,0
2135,-9,5,1937,-9,11,1937,1/5/1937,1/11/1937,183,Use of Force,0,4,0,0,0,0,0
2136,7,11,1974,-9,2,1975,7/11/1974,1/2/1975,84,Display of Force,0,3,0,1,0,0,0
2137,-9,3,1975,-9,3,1975,1/3/1975,1/3/1975,0,Use of Force,0,4,0,0,0,0,0
2138,20,9,1972,22,9,1972,20-9-1972,22-9-1972,2,Use of Force,0,4,0,0,0,0,0
2139,17,4,1977,19,7,1977,17-4-1977,19-7-1977,94,Display of Force,0,3,0,1,0,0,0
2140,24,2,1977,11,5,1977,24-2-1977,11/5/1977,79,Use of Force,-1,4,1,0,0,0,0
2141,9,10,1978,3,6,1979,9/10/1978,3/6/1979,236,War,-1,5,6,0,0,0,0
2142,1,1,1977,14,4,1977,1/1/1977,14-4-1977,102,Display of Force,0,3,0,0,0,0,0
2143,8,1,1977,25,1,1977,8/1/1977,25-1-1977,17,Display of Force,0,3,0,0,0,0,0
2144,4,2,1977,14,2,1977,4/2/1977,14-2-1977,10,Use of Force,0,4,0,0,0,0,0
2145,31,10,1928,31,10,1928,31-10-1928,31-10-1928,0,Display of Force,0,3,0,0,0,0,0
2146,31,10,1928,31,10,1928,31-10-1928,31-10-1928,0,Display of Force,0,3,0,0,0,0,0
2147,13,12,1928,13,12,1928,13-12-1928,13-12-1928,0,Threat to Use Force,0,2,0,0,0,0,0
2148,26,4,1977,26,4,1977,26-4-1977,26-4-1977,0,Use of Force,-1,4,-1,0,0,0,0
2149,-9,5,1977,2,10,1977,1/5/1977,2/10/1977,154,Use of Force,-1,4,-1,0,0,0,0
2150,8,3,1977,26,5,1977,8/3/1977,26-5-1977,79,Use of Force,-1,4,3,0,0,0,0
2152,3,2,1980,15,2,1980,3/2/1980,15-2-1980,12,Use of Force,0,4,1,0,0,0,0
2153,1,9,1964,1,9,1964,1/9/1964,1/9/1964,0,Threat to Use Force,0,2,0,0,0,0,0
2155,31,12,1966,22,4,1967,31-12-1966,22-4-1967,111,Use of Force,-1,4,-1,1,0,0,0
2157,29,1,1963,27,2,1963,29-1-1963,27-2-1963,26,Use of Force,-1,4,1,1,0,0,0
2163,19,2,1983,19,2,1983,19-2-1983,19-2-1983,0,Use of Force,0,4,1,0,0,0,0
2168,7,5,1871,7,5,1871,7-5-1871,7-5-1871,0,Threat to Use Force,0,2,0,0,0,0,0
2169,24,6,1871,29,6,1871,24-6-1871,29-6-1871,5,Display of Force,0,3,0,0,0,0,0
2170,-9,11,1885,-9,11,1885,1-11-1885,1-11-1885,0,Threat to Use Force,0,2,0,0,0,0,0
2171,16,3,1965,16,3,1965,16-3-1965,16-3-1965,0,Threat to Use Force,0,2,0,0,0,0,0
2172,6,11,1965,6,11,1965,6/11/1965,6/11/1965,0,Threat to Use Force,0,2,0,0,0,0,0
2173,13,9,1974,-9,10,1974,13-9-1974,1/10/1974,19,Display of Force,0,3,0,0,0,0,0
2174,1,11,1978,1,11,1978,1/11/1978,1/11/1978,0,Use of Force,0,4,0,0,0,0,0
2175,21,3,1981,28,3,1982,21-3-1981,28-3-1982,372,Display of Force,0,3,0,0,0,0,0
2176,20,5,1983,10,3,1984,20-5-1983,10/3/1984,295,Use of Force,0,4,0,0,2,0,0
2177,17,10,1984,13,3,1985,17-10-1984,13-3-1985,147,Threat to Use Force,-1,2,-1,0,0,0,0
2178,2,7,1986,2,7,1986,2/7/1986,2/7/1986,0,Display of Force,0,3,0,0,0,0,0
2179,27,6,1986,31,7,1987,27-6-1986,31-7-1987,400,Use of Force,-1,4,1,0,0,0,0
2180,8,5,1951,8,5,1951,8/5/1951,8/5/1951,0,Use of Force,0,4,0,0,0,0,0
2181,19,5,1956,19,5,1956,19-5-1956,19-5-1956,0,Use of Force,-1,4,1,0,0,0,0
2182,-9,12,1917,-9,12,1917,1/12/1917,1/12/1917,0,Use of Force,-1,4,-1,0,0,2,1
2183,15,7,1913,19,5,1914,15-7-1913,19-5-1914,308,Use of Force,0,4,0,0,2,0,0
2184,30,3,1918,11,4,1918,30-3-1918,11/4/1918,11,Use of Force,-1,4,-1,0,1,0,0
2185,16,6,1919,25,2,1920,16-6-1919,25-2-1920,253,Use of Force,0,4,0,0,2,0,0
2186,5,5,1949,10,8,1949,5/5/1949,10/8/1949,97,Use of Force,-1,4,-1,0,0,0,0
2187,7,3,1958,17,10,1961,7/3/1958,17-10-1961,1320,Use of Force,0,4,1,0,1,0,0
2188,2,6,1962,22,11,1962,2/6/1962,22-11-1962,173,Use of Force,-1,4,1,0,1,0,0
2189,17,5,1963,15,1,1964,17-5-1963,15-1-1964,243,Use of Force,-1,4,1,0,1,0,0
2190,14,3,1970,20,9,1971,14-3-1970,20-9-1971,554,Use of Force,-1,4,2,0,0,0,0
2191,15,2,1974,20,7,1974,15-2-1974,20-7-1974,158,Use of Force,-1,4,1,0,0,0,0
2192,13,7,1977,17,3,1978,13-7-1977,17-3-1978,247,Use of Force,-1,4,1,0,1,0,0
2193,10,3,1979,27,3,1980,10/3/1979,27-3-1980,383,Use of Force,0,4,1,0,1,0,0
2194,7,7,1981,13,7,1982,7/7/1981,13-7-1982,371,Use of Force,0,4,0,0,0,0,0
2195,1,2,1983,10,2,1983,1/2/1983,10/2/1983,9,Use of Force,0,4,0,0,2,0,0
2196,1,2,1985,6,2,1985,1/2/1985,6/2/1985,5,Use of Force,0,4,0,0,1,0,0
2198,11,8,1986,21,8,1986,11/8/1986,21-8-1986,10,Use of Force,0,4,0,0,0,0,0
2199,-9,6,1873,-9,6,1873,1-6-1873,1-6-1873,0,Threat to Use Force,0,2,0,0,0,1,0
2200,-9,3,1875,12,12,1875,1-3-1875,12-12-1875,286,Use of Force,0,4,0,0,0,1,0
2201,25,3,1879,20,9,1879,25-3-1879,20-9-1879,178,Use of Force,0,4,0,0,0,1,0
2202,31,7,1882,28,8,1882,31-7-1882,28-8-1882,28,Display of Force,0,3,0,0,0,1,0
2203,-9,10,1907,20,11,1907,1/10/1907,20-11-1907,49,Threat to Use Force,0,2,0,0,0,1,0
2204,22,4,1909,4,9,1909,22-4-1909,4/9/1909,135,Use of Force,-1,4,1,0,0,1,0
2205,1,8,1916,13,4,1917,1/8/1916,13-4-1917,254,Use of Force,-1,4,1,0,0,1,0
2206,7,6,1920,-9,10,1920,7/6/1920,1/10/1920,117,Use of Force,0,4,0,0,0,1,0
2207,5,12,1925,23,12,1925,5/12/1925,23-12-1925,18,Display of Force,0,3,0,0,0,1,0
2208,15,3,1926,15,3,1926,15-3-1926,15-3-1926,0,Use of Force,0,4,1,2,2,1,2
2209,2,4,1927,3,4,1927,2/4/1927,3/4/1927,1,Use of Force,0,4,0,0,0,1,0
2210,30,5,1927,30,8,1927,30-5-1927,30-8-1927,92,Use of Force,0,4,0,0,0,1,0
2211,8,4,1933,13,9,1933,8/4/1933,13-9-1933,158,Use of Force,-1,4,2,0,0,1,0
2212,20,5,1935,10,6,1935,20-5-1935,10/6/1935,20,Display of Force,0,3,0,0,0,1,0
2213,13,6,1935,27,6,1935,13-6-1935,27-6-1935,14,Use of Force,-1,4,1,0,0,1,0
2214,10,7,1936,30,12,1936,10/7/1936,30-12-1936,173,Use of Force,-1,4,1,0,0,2,0
2215,27,6,1958,7,7,1958,27-6-1958,7/7/1958,11,Use of Force,0,4,0,0,1,0,2
2216,7,11,1958,7,11,1958,7/11/1958,7/11/1958,0,Use of Force,0,4,0,0,1,0,2
2217,25,7,1961,7,9,1961,25-7-1961,7/9/1961,43,Display of Force,0,3,0,0,1,0,2
2218,2,4,1963,2,4,1963,2/4/1963,2/4/1963,0,Use of Force,0,4,0,0,1,0,2
